ID,Gene Description,Gene Accession Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Cluster_assignments
1608,Cellular co-factor (RAB) gene,L42025_rna1_at,-0.200578987,-0.156996129,-0.160166692,-0.176070579,-0.080596207,-0.098062885,-0.201181293,-0.175951352,-0.135036037,-0.155860983,-0.168499602,-0.185894157,-0.197048669,-0.119098823,-0.230564391,-0.188773592,-0.144541413,-0.179800202,-0.161921117,-0.144287615,-0.181153699,-0.087511219,-0.164293035,-0.157872957,-0.155176881,-0.1728836,-0.168870759,-0.144544791,-0.22248895,-0.158492637,-0.182097711,-0.151755665,-0.119787404,-0.139171667,7
1609,(clone 35.3) DRAL mRNA,L42176_at,-0.245853219,-0.203858142,-0.209375799,-0.237219419,-0.322222956,-0.288007829,-0.241999856,-0.233066277,-0.263478035,-0.235228075,-0.268092928,-0.228641742,-0.24901127,-0.310174962,-0.293864079,-0.293511824,-0.26743203,-0.214714526,-0.262110712,-0.223294169,-0.248211722,-0.336047889,-0.229395828,-0.325933763,-0.307279289,-0.182324156,-0.274516265,-0.272645087,-0.226136266,-0.19111875,-0.148398095,-0.351903048,-0.211148939,-0.239556195,1
1610,IFNAR2 gene (interferon receptor) extracted from Homo sapiens (clone Q-2OD3) interferon receptor (IFNAR2) gene,L42243_cds1_at,-0.257576011,-0.203858142,-0.237975964,-0.17196663,-0.178231464,-0.16425582,-0.200756099,-0.163655778,-0.232223815,-0.252536855,-0.224441385,-0.199437946,-0.222596948,-0.245903897,-0.231386465,-0.217566174,-0.241516322,-0.182675499,-0.189208527,-0.17214983,-0.186611911,-0.231607519,-0.167507988,-0.162840272,-0.186715176,-0.192175171,-0.136879514,-0.135749845,-0.162916121,-0.187729024,-0.130127219,-0.244595113,-0.229273292,-0.157594296,1
1611,GB DEF = (clone GPCR W) G protein-linked receptor gene (GPCR) gene; 5' end of cds,L42324_at,-0.044140346,-0.117510545,-0.174887365,-0.138314249,-0.020292078,-0.098885158,-0.137827481,-0.26162374,-0.130754638,-0.20187701,-0.137985903,-0.036489234,0.003873385,-0.16817065,-0.201380769,-0.057329197,-0.134927521,-0.144885877,-0.073949765,-0.081311376,-0.179984083,-0.112247096,-0.067844454,-0.183951358,-0.01505104,-0.095306856,-0.040161798,-0.149898236,-0.174263326,-0.12417166,-0.077750707,-0.104331184,-0.066893884,-0.113229598,7
1612,GB DEF = (clone 48ES4) mRNA fragment,L42354_at,0.105022079,-0.512800299,-0.127360621,-0.084142122,-0.244278844,0.302383814,-0.236472342,-0.135098316,-0.189837956,-0.087470192,-0.126967067,-0.210442275,-0.038995761,-0.192923695,-0.353875472,-0.103230415,-0.087694053,-0.024944903,-0.123230013,-0.103448478,-0.234956066,-0.20922744,-0.235021995,-0.018374209,-0.153180786,0.007718344,-0.03792985,-0.177047851,0.155210888,-0.066546316,-0.270609956,-0.101517868,-0.107951092,-0.228277035,1
1613,Protein phosphatase 2A B56-alpha mRNA,L42373_at,-0.013014312,0.026546753,-0.039457174,0.004913571,-0.002652094,0.01623299,0.063714173,0.068770236,-0.064392939,0.178071833,-0.009997884,-0.01490382,0.068393613,0.080662595,0.225686607,0.151312699,-0.098979926,0.013255476,-0.038109585,-0.139325851,0.104232768,0.187331859,-0.057395858,0.057377336,-0.017446354,-0.105978789,0.12425832,-0.08680406,0.069296333,0.013112246,-0.005479241,0.172981455,0.23826104,0.14731901,4
1614,Quiescin (Q6) mRNA; partial cds,L42379_at,0.113915232,-0.112303654,0.115740779,-0.074292645,0.063805518,0.287171773,0.015242129,0.222266597,-0.070386899,-0.160504802,-0.085010729,-0.136374678,-0.042026912,0.014654474,-0.185761365,0.070359643,0.57859045,-0.106685498,0.193629763,0.165250141,0.430945692,0.837532056,0.206230265,0.639794957,0.525890595,0.414483177,0.294258307,0.601496037,0.726218475,0.025400004,-0.024968176,0.094208589,0.10991103,0.316130446,7
1615,PDK1 Pyruvate dehydrogenase kinase; isoenzyme 1,L42450_at,-0.190473132,-0.254191415,-0.247228958,-0.259380744,-0.299249955,-0.239904889,-0.255606043,-0.258450689,-0.291307134,-0.258447171,-0.216389159,-0.220176873,-0.245114074,-0.212031309,-0.290986821,-0.257625418,-0.21769059,-0.21553604,-0.20997954,-0.192760235,-0.234176322,-0.235533849,-0.229395828,-0.252665875,-0.203083151,-0.226653724,-0.171102706,-0.224081691,-0.205873399,-0.195355908,-0.203210724,-0.314526127,-0.226314214,-0.239556195,7
1616,Pyruvate dehydrogenase kinase isoenzyme 2 (PDK2) mRNA,L42451_at,-0.035651428,-0.004260681,-0.045345443,-0.079627778,0.003091156,0.237424288,-0.019623726,-0.11685327,-0.054545719,-0.052430465,-0.057463639,-0.078813575,-0.065843104,0.011180363,-0.076425541,-0.114914361,-0.042550561,0.003808071,0.084480123,0.033190877,-0.066531266,-0.036468933,-0.075078098,-0.053145411,-0.046988554,-0.170420846,-0.169986733,-0.00726716,0.048222951,0.033450603,-0.093991486,-0.074188506,0.189806137,0.050694202,7
1617,Pyruvate dehydrogenase kinase isoenzyme 3 (PDK3) mRNA,L42452_at,-0.24302358,-0.267642548,-0.322514686,-0.288108387,-0.32673551,-0.327476908,-0.245401402,-0.281455311,-0.227514275,-0.193433702,-0.221898577,-0.196051999,-0.29577761,-0.336665063,-0.336200884,-0.338578474,-0.291257762,-0.28782923,-0.330532874,-0.218332405,-0.252110444,-0.329765761,-0.269582737,-0.242731246,-0.337220708,-0.231989691,-0.344450614,-0.220257801,-0.337176776,-0.296623974,-0.22919597,-0.334219343,-0.366130652,-0.243691887,1
1618,RLIP76 protein mRNA,L42542_at,-0.159347097,0.022207678,-0.036513039,-0.028738811,0.062985053,0.02938935,-0.046836102,-0.050219191,-0.02286336,-0.022456723,-0.029068947,-0.09193412,-0.184491041,-0.147760244,0.077302273,0.14254974,-0.118625705,-0.124348039,-0.059287873,-0.095814995,-0.142946221,-0.211583237,-0.151031356,-0.174430672,-0.057368246,-0.07765712,-0.013750421,-0.034416775,-0.089159286,-0.109765324,-0.065570123,-0.107546403,-0.119047635,-0.107214045,7
1619,ATP1AL1 ATP-driven ion pump,L42563_at,-0.019886293,-0.057197399,-0.241340689,-0.159654783,-0.168796124,0.117783642,-0.140803835,-0.037923617,-0.071671319,-0.089581018,-0.141800115,-0.131295757,-0.155478589,-0.131258214,-0.239196167,-0.153721754,-0.137435493,-0.105863985,0.069818231,-0.15115775,-0.227158622,-0.133056644,-0.065433239,-0.131380613,-0.219850346,-0.085866299,-0.012634448,-0.107453063,-0.044175721,-0.117815924,-0.145149939,-0.068561873,-0.132733371,-0.142931387,1
1620,Motor protein,L42572_at,-0.139943855,-0.122717435,-0.13955775,-0.090708441,0.02647439,-0.134654011,-0.014946599,-0.139857893,-0.090509479,-0.169370275,-0.128238471,-0.12790981,-0.179294781,-0.190318111,0.050995909,-0.069847711,-0.170457122,-0.121061985,-0.145222851,-0.085128118,-0.13047031,-0.248883369,-0.158264999,-0.146282557,-0.132022184,-0.154412946,-0.15994297,-0.107835452,-0.196147223,-0.14917089,-0.055825655,-0.124426303,-0.002533936,-0.126388618,7
1621,Ly-9 mRNA,L42621_at,-0.073649444,0.026112846,-0.14586661,-0.027097231,-0.06418692,0.082425925,-0.070221737,-0.079966548,-0.104638098,-0.110689288,-0.109167408,-0.022098958,-0.068008212,-0.026166337,-0.169319888,-0.146627929,-0.145377404,-0.070128146,0.073076429,-0.054975858,-0.116045038,-0.078088028,-0.057395858,-0.051075696,-0.063755749,-0.14127826,-0.011518474,-0.071126113,-0.027560171,-0.093664125,-0.152864309,0.04356889,0.101773565,-0.231660783,1
1622,GB DEF = (clone JJ1a) cadherin mRNA fragment,L43338_at,-0.140752324,-0.254191415,-0.187925676,-0.23475705,-0.354221066,-0.115741744,-0.263259524,-0.205698709,-0.225801715,-0.205676498,-0.222322378,-0.243032017,-0.258970768,-0.244166841,-0.273312232,-0.27765504,-0.251130214,-0.149814958,-0.201834045,-0.193523584,-0.246652233,-0.289717198,-0.195638824,-0.194713873,-0.222245659,-0.134300457,-0.190818241,-0.203050299,-0.095238146,-0.194508476,-0.191842178,-0.210031509,-0.157145764,-0.190679833,1
1623,GB DEF = (clone jj1b) cadherin mRNA fragment,L43366_at,-0.190473132,-0.154826592,-0.196758079,-0.164169127,-0.233612807,-0.251005567,-0.203307259,-0.140651156,-0.209960536,-0.18541256,-0.160871177,-0.18123848,-0.181026868,-0.190752375,-0.157810854,-0.244272337,-0.174219079,-0.077111011,-0.187172153,-0.157646211,-0.159710727,-0.223754859,-0.07829305,-0.138831585,-0.183122205,-0.155233864,-0.111584112,-0.129249233,-0.1479216,-0.127561386,-0.130939258,-0.197572535,-0.140870835,-0.164737764,1
1624,Scaffold attachment factor (SAF-B) gene; partial cds,L43631_at,-0.053841967,0.026546753,0.012696068,0.141164677,0.227898386,0.124361821,0.1708629,0.046162245,0.154814736,-8.20E-05,0.008225575,0.023188087,0.017297056,0.071543052,0.300906366,0.231013904,0.040630503,0.033793314,0.031941677,0.040061012,-0.142946221,0.323968132,-0.047751,0.000667163,0.068385714,-0.053440041,-0.027514096,-0.030975274,-0.063628074,0.010146236,0.027814356,0.108677074,0.356254277,0.009713252,1
1625,Enhancer of filamentation (HEF1) mRNA,L43821_at,-0.224024572,-0.34617981,-0.289708615,-0.281131673,-0.31155692,-0.294997145,-0.270913004,-0.243378695,-0.302866914,-0.281244101,-0.210879741,-0.267156892,-0.285818111,-0.325808465,-0.313182815,-0.348593285,-0.295855711,-0.295222852,-0.31139096,-0.221385798,-0.248991466,-0.383949111,-0.251900497,-0.308962105,-0.317658981,-0.27180421,-0.248104888,-0.237847693,-0.282872293,-0.277980481,-0.242594612,-0.397719918,-0.342088143,-0.324525871,1
1626,PSEN2 Presenilin 2 (Alzheimer disease 4),L43964_at,-0.220790698,-0.247248894,-0.296017475,-0.229011521,-0.316069474,-0.23867148,-0.267511457,-0.218787546,-0.261765475,-0.252536855,-0.240545838,-0.221869847,-0.263734006,-0.274131054,-0.374427319,-0.326477244,-0.29501972,-0.248807338,-0.232786928,-0.213752315,-0.236515555,-0.341937383,-0.282442548,-0.313101534,-0.178331578,-0.209414448,-0.236573161,-0.224081691,-0.259772624,-0.316538615,-0.211331113,-0.316535639,-0.252206147,-0.236924391,7
1627,TCEB3 Transcription elongation factor B (SIII); polypeptide 3 (110kD; elongin A),L47345_at,-0.079308723,-0.145280626,-0.130304756,-0.17360821,-0.256585809,-0.037625858,-0.17056737,-0.063704659,-0.150449077,-0.150372833,-0.08840114,-0.233720662,-0.080132819,0.061554981,-0.210834618,-0.043976116,-0.103577874,-0.116132904,-0.196539473,-0.143142592,-0.280960989,-0.212761136,-0.098788374,-0.187262901,-0.189908927,-0.159748913,-0.104516278,-0.20610941,-0.03526006,-0.172051541,-0.10617207,-0.116388256,-0.084648352,-0.092175165,4
1628,PAH Phenylalanine hydroxylase,L47726_at,-0.194515474,-0.191708731,-0.22914356,-0.178943344,-0.27750765,-0.241138297,-0.238598309,-0.217994283,-0.212529376,-0.220874452,-0.227407995,-0.231181202,-0.236453641,-0.25719476,-0.272901196,-0.282245162,-0.22396052,-0.219232851,-0.207128617,-0.173294852,-0.237685172,-0.269692917,-0.218143493,-0.243973075,-0.253384735,-0.188891499,-0.201233995,-0.188519519,-0.230188839,-0.165695804,-0.194278295,-0.255446478,-0.226314214,-0.2515873,4
1629,Inducible protein mRNA,L47738_at,0.103000908,-0.150921424,-0.139137159,-0.000421563,-0.060905063,0.066391611,0.087099808,-0.049425928,0.020378779,-0.036388181,0.009496979,0.140849755,0.276244014,-0.013572683,0.205545797,0.225171931,0.12799152,-0.100524147,0.186298817,-0.089708208,-0.056004716,-0.241815976,-0.05176969,-0.025411238,-0.159568289,-0.195458843,-0.195282135,-0.034416775,-0.147111085,-0.241540926,-0.049735363,-0.198778243,-0.139761181,-0.104582241,7
1630,GB DEF = Angiotensin II receptor gene,L48211_at,-0.149645476,-0.285432756,-0.253117228,-0.224497177,-0.29268624,-0.274029197,-0.211811127,-0.288198045,-0.269900134,-0.286310086,-0.179094637,-0.203247137,-0.217400688,-0.251549329,-0.328391182,-0.327311812,-0.25322019,-0.259076257,-0.231972378,-0.20421046,-0.225599133,-0.344685814,-0.207694897,-0.270051476,-0.169548762,-0.188070581,-0.25480073,-0.214139578,-0.218031119,-0.262726714,-0.24421869,-0.324975588,-0.281796927,-0.191431777,1
1631,Paraoxonase (PON2) mRNA,L48513_at,-0.283851235,-0.011203201,-0.269940854,-0.17524979,-0.25863697,-0.248949886,-0.227118088,-0.206491972,-0.233508235,-0.268156975,-0.232493611,-0.223139577,-0.246846161,-0.308437906,-0.327158071,-0.302692068,-0.257400143,-0.21553604,-0.266590734,-0.192760235,-0.214682711,-0.216687466,-0.227788352,-0.270465418,-0.2589738,-0.205309858,-0.223925459,-0.248172194,-0.16615818,-0.227558305,-0.191030139,-0.258661697,-0.312127477,-0.252339244,7
1632,GB DEF = Paraoxonase 3 (PON3) mRNA; 3' end of cds,L48516_at,-0.361868439,-0.201254697,-0.155960786,-0.239681789,-0.269303006,-0.149043779,-0.227118088,-0.269953,-0.270328274,-0.297286386,-0.210455939,-0.205363354,-0.220864861,-0.291067348,-0.270846011,-0.306447622,-0.241098327,-0.250861121,-0.241339698,-0.215660686,-0.189730888,-0.229251721,-0.192423872,-0.258875018,-0.257776143,-0.219265463,-0.12646376,-0.19540252,-0.244778103,-0.258913272,-0.207676938,-0.271924475,-0.177859311,-0.229780923,7
1633,TSC2 Tuberin,L48546_at,0.302288376,-0.057197399,0.175044062,-0.010681435,-0.226228628,-0.026525179,0.071792847,-0.000640263,0.019094359,-0.119976926,0.090866845,-0.078390331,0.049773681,0.069371732,0.181705655,0.099152225,-0.064286316,-0.106685498,0.071854605,-0.030548711,-0.194409355,-0.27676031,-0.321423849,-0.333384735,-0.024632294,-0.025939291,0.080363357,0.030206956,0.44253834,-0.070359758,-0.113074401,-0.195161121,0.96693401,0.064605167,1
1634,(clone p5-23-3) mRNA,L48692_at,-0.24019394,-0.236401206,-0.243864233,-0.23393626,-0.275046257,-0.240316025,-0.228393668,-0.26162374,-0.236077075,-0.21834146,-0.220203371,-0.215097952,-0.213936514,-0.253720648,-0.294275116,-0.245524188,-0.238590355,-0.203213337,-0.241339698,-0.22520254,-0.213902966,-0.23435595,-0.21975097,-0.284539476,-0.253384735,-0.23609428,-0.24550095,-0.215669134,-0.22856781,-0.272472176,-0.187375964,-0.283981546,-0.296962202,-0.247451608,1
1635,TCRBV10S1 gene extracted from Homo sapiens T cell receptor beta (TCRBV10S1) gene,L48728_cds1_at,-0.16338944,-0.144846719,-0.15890492,-0.192486375,-0.194230519,-0.119853106,-0.219889801,-0.160879358,-0.201825876,-0.095491334,-0.177399431,-0.14399306,-0.159375784,-0.207688669,-0.243717573,-0.211724201,-0.175473065,-0.166245229,-0.081280711,-0.136272457,-0.153862644,-0.226895923,-0.058199596,-0.195541759,-0.232226132,-0.105157871,-0.142459383,-0.105541118,-0.107395866,-0.107646745,-0.177631497,-0.140100496,-0.124965791,-0.142931387,4
1636,GB DEF = T(3;5)(q25.1;p34) fusion gene NPM-MLF1 mRNA,L49054_at,-0.248682859,-0.222082258,-0.251855456,-0.236398629,-0.310326223,-0.240316025,-0.26283433,-0.258450689,-0.234792655,-0.22382961,-0.242664845,-0.228641742,-0.259836811,-0.317991713,-0.296741338,-0.293929108,-0.23817236,-0.2282695,-0.224641432,-0.226347563,-0.213513094,-0.297569858,-0.254311712,-0.286195248,-0.254183173,-0.192175171,-0.196398109,-0.206874188,-0.195336708,-0.224168579,-0.254775196,-0.282373937,-0.27809808,-0.259858684,1
1637,G0S3 mRNA,L49169_at,1.260323464,0.031319736,0.37860994,0.047184245,0.169645418,1.527569814,-0.12252052,0.132627896,-0.089225059,3.052595911,0.532467889,1.468987572,0.811891817,0.041578839,0.481351581,0.374976813,0.355380961,-0.047536524,0.130502173,-0.100395085,-0.015458004,1.88546945,0.155996629,0.833106278,0.281568616,0.164513668,0.738043829,-0.026768996,1.239274263,3.113864182,-0.084247018,3.258385989,0.170942014,0.155966367,7
1638,ZNF45 Zinc finger protein 45 (a Kruppel-associated box (KRAB) domain polypeptide),L75847_at,-0.24302358,-0.213838015,-0.252276046,-0.221214018,-0.308275062,-0.235793526,-0.21733864,-0.193403135,-0.223232875,-0.210742483,-0.196046692,-0.193512539,-0.239917814,-0.260668872,-0.286465414,-0.291842689,-0.249876228,-0.186783067,-0.258852513,-0.207263854,-0.220530794,-0.300710921,-0.241451901,-0.254321646,-0.237815197,-0.127733114,-0.183750408,-0.189666686,-0.248425419,-0.237727484,-0.202398685,-0.278354913,-0.286975314,-0.248955496,7
1639,FRG1 mRNA,L76159_at,-0.120540613,-0.107096764,-0.154278423,-0.126412797,-0.05475158,-0.231271028,-0.01622218,-0.14739389,0.002825039,-0.076493892,-0.136714498,-0.103361692,-0.151148373,-0.129521158,-0.039843253,-0.099892144,-0.154155305,-0.211428472,-0.177804833,-0.166424717,-0.127351333,-0.195092653,-0.148620141,-0.250596161,-0.139607343,-0.14127826,-0.121999866,-0.143780013,-0.17061601,-0.116968492,-0.020501961,-0.209227704,-0.167132653,-0.118493206,1
1640,Interleukin-1 receptor-associated kinase (IRAK) mRNA,L76191_at,0.189911264,-0.047651433,0.531284349,0.12721125,0.501113013,0.618547584,0.435758366,-0.033957303,0.108147477,0.243507467,0.443469598,0.342736861,0.169287662,0.495818934,1.518808805,0.811038377,0.936394423,0.399777589,0.125614875,0.296164384,0.121387146,0.61451653,0.099333087,0.480426951,0.146632622,0.089399678,0.188612801,-0.009561494,0.200194452,0.027518582,0.120792815,0.16213009,0.295223293,0.137543738,1
1641,Guanylate kinase (GUK1) mRNA,L76200_at,0.04762082,-0.058499121,1.351856721,0.400534253,0.232000708,-0.388736208,0.048832405,0.839425093,0.324358172,0.143032106,0.040010679,0.116301637,0.477599089,0.115403711,0.055928353,0.538134776,0.463223748,0.180433478,0.210328029,0.332041756,0.85317731,0.108412632,0.234361101,0.301603631,0.198531081,-0.087918594,0.093011058,0.082976631,0.113064125,0.118193755,0.3164942,-0.124426303,0.176120401,0.089795292,3
1642,NMDA receptor mRNA,L76224_at,0.020132894,0.024811123,-0.035671858,-0.106303447,-0.087980386,0.240302242,-0.185874332,-0.026421305,-0.087512499,-0.139396533,-0.098148572,-0.026754635,-0.064544039,-0.126047046,-0.196448326,-0.149131632,-0.122387663,-0.118186687,-0.059287873,-0.001541473,-0.186611911,0.011039656,-0.033283712,-0.132622442,-0.074933878,-0.045230862,0.078131409,-0.139573734,-0.03526006,-0.016124141,-0.171541205,0.004182457,0.165763628,-0.146315135,1
1643,(clone HSNME29) CGRP type 1 receptor mRNA,L76380_at,-0.097095028,-0.071516347,-0.156381376,-0.196179929,-0.240996986,-0.096007204,-0.164614663,-0.140651156,-0.181275156,-0.113644445,-0.176551829,-0.152881171,-0.157643698,-0.184238416,-0.19316003,-0.200874822,-0.19637283,-0.192944418,-0.086575283,-0.153829469,-0.167118299,-0.12991558,-0.097984636,-0.152905643,-0.179529235,-0.147024685,-0.048345605,-0.163281849,-0.074975279,-0.15510291,-0.173977322,-0.14934425,-0.046550222,-0.1696254,7
1644,15-HYDROXYPROSTAGLANDIN DEHYDROGENASE,L76465_at,-0.228875382,-0.21470583,-0.231667104,-0.190844796,-0.2832509,-0.229215346,-0.217763834,-0.213234706,-0.209532396,-0.202299175,-0.224441385,-0.221869847,-0.228659251,-0.215071157,-0.286054377,-0.290590838,-0.16794915,-0.199105769,-0.195317648,-0.180164987,-0.235345938,-0.265373954,-0.242255639,-0.239833646,-0.236218322,-0.204078481,-0.156223058,-0.181254129,-0.218031119,-0.224168579,-0.209301016,-0.259465501,-0.261823151,-0.237676335,4
1645,Nuclear hormone receptor (shp) gene; 3' end of cds,L76571_at,-0.210280608,-0.26373738,-0.283399755,-0.224497177,-0.375963371,-0.401070295,-0.295149026,-0.23108312,-0.251490115,-0.345835405,-0.215117755,-0.243032017,-0.289715306,-0.317123186,-0.400322645,-0.32605996,-0.250712219,-0.262362311,-0.116713616,-0.205355483,-0.211563733,-0.202945312,-0.259937879,-0.36153285,-0.327240235,-0.270162374,-0.236573161,-0.296353201,-0.295840527,-0.315691184,-0.273452092,-0.229724725,-0.144939567,-0.306855186,1
1646,Grb14 mRNA,L76687_at,-0.231705022,-0.22338398,-0.242602461,-0.213416515,-0.282020203,-0.230448755,-0.213937094,-0.221960598,-0.294732254,-0.350901389,-0.221898577,-0.229911472,-0.248145226,-0.24286405,-0.290164747,-0.284748865,-0.249876228,-0.209374688,-0.217310486,-0.194668606,-0.308252044,-0.282649805,-0.235825733,-0.250182218,-0.268555054,-0.202847104,-0.220205547,-0.191196242,-0.238699243,-0.243659504,-0.228383931,-0.283177741,-0.28512589,-0.263618404,4
1647,"Protein phosphatase 2A 74 kDa regulatory subunit (delta or B"" subunit)",L76702_at,-0.036459896,-0.291507462,-0.134931253,-0.074292645,-0.124080817,-0.436839148,-0.043009361,-0.170398512,-0.0254322,-0.090847515,0.027720439,-0.055958431,-0.087061166,-0.321031561,-0.103142941,0.060762116,-0.160425234,-0.084093876,-0.051956927,-0.030548711,-0.121893121,-0.448340918,-0.113255661,-0.231968731,-0.064154967,-0.193817007,-0.29757972,-0.089863172,-0.135358622,-0.307640584,-0.123630907,-0.420628354,-0.04248149,-0.096686829,3
